1.282199096679687500e+01,-5.135825276374816895e-01
-2.784900367259979248e-01,1.027827453613281250e+01
2.101798295974731445e+00,4.019472599029541016e+00
-9.725341796875000000e+00,2.123273086547851562e+01
-1.187442493438720703e+01,1.990901947021484375e+01
-1.646680831909179688e+01,2.624746513366699219e+01
1.748295187950134277e+00,1.386136245727539062e+01
-1.230968713760375977e+00,-3.253930664062500000e+01
-1.869702458381652832e+00,-3.101273918151855469e+01
1.549216651916503906e+01,-1.254455280303955078e+01
-4.251396656036376953e+00,1.969496917724609375e+01
-1.290413761138916016e+01,2.500472450256347656e+01
-7.011032104492187500e+00,1.934011840820312500e+01
-2.171939849853515625e+00,-2.828796005249023438e+01
1.642217254638671875e+01,-6.865669250488281250e+00
7.690851092338562012e-01,-3.130807113647460938e+01
-1.828186988830566406e+01,2.716443252563476562e+01
-1.218912601470947266e+00,-3.047563552856445312e+01
2.762015759944915771e-01,-3.234705734252929688e+01
1.009790420532226562e+01,9.067929267883300781e+00
1.235199737548828125e+01,-3.879338502883911133e+00
-2.348352432250976562e+00,-3.039818572998046875e+01
-4.629294872283935547e+00,1.903968429565429688e+01
-6.090313434600830078e+00,1.625238037109375000e+01
1.550478649139404297e+01,-2.481967926025390625e+00
1.500854396820068359e+01,-5.806588172912597656e+00
-1.612077713012695312e+01,2.357408905029296875e+01
-1.108750581741333008e+00,-3.176405715942382812e+01
-1.378414154052734375e+01,2.182802391052246094e+01
-1.592730236053466797e+01,2.338170814514160156e+01
1.529094409942626953e+01,-1.059296321868896484e+01
-3.142783403396606445e+00,1.738100242614746094e+01
-1.074104690551757812e+01,1.995555114746093750e+01
-1.801114201545715332e+00,-2.877338409423828125e+01
9.786602020263671875e+00,9.613251686096191406e+00
2.436686277389526367e+00,7.907737255096435547e+00
-1.192256927490234375e+01,1.986156463623046875e+01
1.317458629608154297e+01,-7.383057117462158203e+00
-5.708547234535217285e-01,1.180194282531738281e+01
-3.064676761627197266e+00,-2.837385559082031250e+01
-3.827832639217376709e-01,-3.132481956481933594e+01
-6.896994590759277344e+00,1.816583251953125000e+01
4.461506381630897522e-02,-3.173465919494628906e+01
1.424277973175048828e+01,-5.901702880859375000e+00
5.777155160903930664e-01,-3.181776237487792969e+01
-4.072143733501434326e-01,-3.221036148071289062e+01
1.433568596839904785e-01,-3.038965606689453125e+01
1.653944253921508789e-01,-2.957977867126464844e+01
3.490263700485229492e+00,1.650365447998046875e+01
-3.332454204559326172e+00,1.944760131835937500e+01
1.304528903961181641e+01,1.722271800041198730e+00
-3.860670626163482666e-01,-3.060509300231933594e+01
-3.999153137207031250e+00,1.448543548583984375e+01
5.077470302581787109e+00,5.845656871795654297e+00
1.212800502777099609e+01,-2.739111147820949554e-02
-6.200436949729919434e-01,-3.009670066833496094e+01
-7.571184635162353516e-01,-3.073964881896972656e+01
-1.372186779975891113e+00,-2.837028503417968750e+01
1.659726142883300781e+00,4.899309635162353516e+00
-1.217461705207824707e+00,-2.941701126098632812e+01
1.312594127655029297e+01,2.544601678848266602e+00
9.585222005844116211e-01,4.265643596649169922e+00
2.388897180557250977e+00,3.864182233810424805e+00
-1.437927484512329102e+00,1.328359317779541016e+01
-8.829573988914489746e-01,-2.877231597900390625e+01
-3.399945497512817383e+00,1.425179767608642578e+01
2.875712394714355469e+00,1.408561325073242188e+01
8.762375712394714355e-01,-3.019751358032226562e+01
1.287446689605712891e+01,-8.523774147033691406e+00
-1.300745010375976562e+01,2.231534385681152344e+01
-1.542657566070556641e+01,2.275643348693847656e+01
-7.569201469421386719e+00,1.568076896667480469e+01
1.510867595672607422e+01,-5.271546363830566406e+00
1.374927616119384766e+01,2.048574686050415039e+00
9.600470542907714844e+00,8.546976089477539062e+00
-2.520024538040161133e+00,-2.883907318115234375e+01
